Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source
NAD,NAD_C,naan,naan,ExclPoss,NONE,Poss,Pej,NONE,ObvPl,ninaanimishinaani',n<<naan>>imishinaani',JDN-2010-Nouns,ninaanimishinaanin,n<<naan>>imishinaanin,JDN-2010-Nouns
NAD,NAD_C,naan,naan,InclPoss,NONE,Poss,Pej,NONE,ObvPl,ginaanimishinaani',g<<naan>>imishinaani',JDN-2010-Nouns,ginaanimishinaanin,g<<naan>>imishinaanin,JDN-2010-Nouns
NAD,NAD_C,naan,naan,2SgPoss,NONE,Poss,Pej,NONE,ObvPl,ginaanimisha',g<<naan>>imisha',JDN-2010-Nouns,ginaanimishan,g<<naan>>imishan,JDN-2010-Nouns
NAD,NAD_C,naan,naan,2PlPoss,NONE,Poss,Pej,NONE,ObvPl,ginaanimishiwaa',g<<naan>>imishiwaa',JDN-2010-Nouns,ginaanimishiwaan,g<<naan>>imishiwaan,JDN-2010-Nouns
NAD,NAD_C,naan,naan,3SgProxPoss,NONE,Poss,Pej,NONE,ObvPl,onaanimisha',w<<naan>>imisha',JDN-2010-Nouns,onaanimishan,w<<naan>>imishan,JDN-2010-Nouns
NAD,NAD_C,naan,naan,3PlProxPoss,NONE,Poss,Pej,NONE,ObvPl,onaanimishiwaa',w<<naan>>imishiwaa',JDN-2010-Nouns,onaanimishiwaan,w<<naan>>imishiwaan,JDN-2010-Nouns
NAD,NAD_C,naan,naan,3SgObvPoss,NONE,Poss,Pej,NONE,ObvPl,onaanimishini,w<<naan>>imishiniw1,JDN-2010-Nouns,onaanimishini,w<<naan>>imishiniw1,JDN-2010-Nouns
NAD,NAD_C,naan,naan,3PlObvPoss,NONE,Poss,Pej,NONE,ObvPl,onaanimishini,w<<naan>>imishiniw1,GUESS,onaanimishini,w<<naan>>imishiniw1,GUESS
NAD,NAD_C,naan,naan,1SgPoss,NONE,Poss,NONE,Pret,ObvPl,ninaanimibanii',n<<naan>>imibanii',JDN-2010-Nouns,ninaanimibaniin,n<<naan>>imibaniin,JDN-2010-Nouns
NAD,NAD_C,naan,naan,ExclPoss,NONE,Poss,NONE,Pret,ObvPl,ninaaniminaabanii',n<<naan>>iminaabanii',JDN-2010-Nouns,ninaaniminaabaniin,n<<naan>>iminaabaniin,JDN-2010-Nouns
NAD,NAD_C,naan,naan,InclPoss,NONE,Poss,NONE,Pret,ObvPl,ginaaniminaabanii',g<<naan>>iminaabanii',JDN-2010-Nouns,ginaaniminaabaniin,g<<naan>>iminaabaniin,JDN-2010-Nouns
NAD,NAD_C,naan,naan,2SgPoss,NONE,Poss,NONE,Pret,ObvPl,ginaanimibanii',g<<naan>>imibanii',JDN-2010-Nouns,ginaanimibaniin,g<<naan>>imibaniin,JDN-2010-Nouns
NAD,NAD_C,naan,naan,2PlPoss,NONE,Poss,NONE,Pret,ObvPl,ginaanimiwaabanii',g<<naan>>imiwaabanii',JDN-2010-Nouns,ginaanimiwaabaniin,g<<naan>>imiwaabaniin,JDN-2010-Nouns
NAD,NAD_C,naan,naan,3SgProxPoss,NONE,Poss,NONE,Pret,ObvPl,onaanimibanii',w<<naan>>imibanii',JDN-2010-Nouns,onaanimibaniin,w<<naan>>imibaniin,JDN-2010-Nouns
NAD,NAD_C,naan,naan,3PlProxPoss,NONE,Poss,NONE,Pret,ObvPl,onaanimiwaabanii',w<<naan>>imiwaabanii',JDN-2010-Nouns,onaanimiwaabaniin,w<<naan>>imiwaabaniin,JDN-2010-Nouns
NAD,NAD_C,naan,naan,3SgObvPoss,NONE,Poss,NONE,Pret,ObvPl,onaaniminiban,w<<naan>>iminiban,JDN-2010-Nouns,onaaniminiban,w<<naan>>iminiban,JDN-2010-Nouns
NAD,NAD_C,naan,naan,3PlObvPoss,NONE,Poss,NONE,Pret,ObvPl,onaaniminiban,w<<naan>>iminiban,GUESS,onaaniminiban,w<<naan>>iminiban,GUESS
NAD,NAD_C,naan,naan,1SgPoss,Dim,Poss,NONE,Pret,ObvPl,ninaanensimibanii',n<<naan>>ensimibanii',JDN-2010-Nouns,ninaanensimibaniin,n<<naan>>ensimibaniin,JDN-2010-Nouns
NAD,NAD_C,naan,naan,ExclPoss,Dim,Poss,NONE,Pret,ObvPl,ninaanensiminaabanii',n<<naan>>ensiminaabanii',JDN-2010-Nouns,ninaanensiminaabaniin,n<<naan>>ensiminaabaniin,JDN-2010-Nouns
NAD,NAD_C,naan,naan,InclPoss,Dim,Poss,NONE,Pret,ObvPl,ginaanensiminaabanii',g<<naan>>ensiminaabanii',JDN-2010-Nouns,ginaanensiminaabaniin,g<<naan>>ensiminaabaniin,JDN-2010-Nouns
NAD,NAD_C,naan,naan,2SgPoss,Dim,Poss,NONE,Pret,ObvPl,ginaanensimibanii',g<<naan>>ensimibanii',JDN-2010-Nouns,ginaanensimibaniin,g<<naan>>ensimibaniin,JDN-2010-Nouns
NAD,NAD_C,naan,naan,2PlPoss,Dim,Poss,NONE,Pret,ObvPl,ginaanensimiwaabanii',g<<naan>>ensimiwaabanii',JDN-2010-Nouns,ginaanensimiwaabaniin,g<<naan>>ensimiwaabaniin,JDN-2010-Nouns
NAD,NAD_C,naan,naan,3SgProxPoss,Dim,Poss,NONE,Pret,ObvPl,onaanensimibanii',w<<naan>>ensimibanii',JDN-2010-Nouns,onaanensimibaniin,w<<naan>>ensimibaniin,JDN-2010-Nouns
NAD,NAD_C,naan,naan,3PlProxPoss,Dim,Poss,NONE,Pret,ObvPl,onaanensimiwaabanii',w<<naan>>ensimiwaabanii',JDN-2010-Nouns,onaanensimiwaabaniin,w<<naan>>ensimiwaabaniin,JDN-2010-Nouns
NAD,NAD_C,naan,naan,3SgObvPoss,Dim,Poss,NONE,Pret,ObvPl,onaanensiminiban,w<<naan>>ensiminiban,JDN-2010-Nouns,onaanensiminiban,w<<naan>>ensiminiban,JDN-2010-Nouns
NAD,NAD_C,naan,naan,3PlObvPoss,Dim,Poss,NONE,Pret,ObvPl,onaanensiminiban,w<<naan>>ensiminiban,GUESS,onaanensiminiban,w<<naan>>ensiminiban,GUESS
NAD,NAD_C,naan,naan,1SgPoss,Dim,Poss,Pej,NONE,ObvPl,ninaanensimisha',n<<naan>>ensimisha',JDN-2010-Nouns,ninaanensimishan,n<<naan>>ensimishan,JDN-2010-Nouns
NAD,NAD_C,naan,naan,ExclPoss,Dim,Poss,Pej,NONE,ObvPl,ninaanensimishinaani',n<<naan>>ensimishinaani',JDN-2010-Nouns,ninaanensimishinaanin,n<<naan>>ensimishinaanin,JDN-2010-Nouns
NAD,NAD_C,naan,naan,InclPoss,Dim,Poss,Pej,NONE,ObvPl,ginaanensimishinaani',g<<naan>>ensimishinaani',JDN-2010-Nouns,ginaanensimishinaanin,g<<naan>>ensimishinaanin,JDN-2010-Nouns
NAD,NAD_C,naan,naan,2SgPoss,Dim,Poss,Pej,NONE,ObvPl,ginaanensimisha',g<<naan>>ensimisha',JDN-2010-Nouns,ginaanensimishan,g<<naan>>ensimishan,JDN-2010-Nouns
NAD,NAD_C,naan,naan,2PlPoss,Dim,Poss,Pej,NONE,ObvPl,ginaanensimishiwaa',g<<naan>>ensimishiwaa',JDN-2010-Nouns,ginaanensimishiwaan,g<<naan>>ensimishiwaan,JDN-2010-Nouns
NAD,NAD_C,naan,naan,3SgProxPoss,Dim,Poss,Pej,NONE,ObvPl,onaanensimisha',w<<naan>>ensimisha',JDN-2010-Nouns,onaanensimishan,w<<naan>>ensimishan,JDN-2010-Nouns
NAD,NAD_C,naan,naan,3PlProxPoss,Dim,Poss,Pej,NONE,ObvPl,onaanensimishiwaa',w<<naan>>ensimishiwaa',JDN-2010-Nouns,onaanensimishiwaan,w<<naan>>ensimishiwaan,JDN-2010-Nouns
NAD,NAD_C,naan,naan,3SgObvPoss,Dim,Poss,Pej,NONE,ObvPl,onaanensimishini,w<<naan>>ensimishiniw1,JDN-2010-Nouns,onaanensimishini,w<<naan>>ensimishiniw1,JDN-2010-Nouns
NAD,NAD_C,naan,naan,3PlObvPoss,Dim,Poss,Pej,NONE,ObvPl,onaanensimishini,w<<naan>>ensimishiniw1,GUESS,onaanensimishini,w<<naan>>ensimishiniw1,GUESS
NAD,NAD_C,naan,naan,1SgPoss,NONE,NONE,NONE,NONE,ObvSg,ninaanan,n<<naan>>an,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,ExclPoss,NONE,NONE,NONE,NONE,ObvSg,ninaaninaanin,n<<naan>>inaanin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,InclPoss,NONE,NONE,NONE,NONE,ObvSg,ginaaninaanin,g<<naan>>inaanin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2SgPoss,NONE,NONE,NONE,NONE,ObvSg,ginaanan,g<<naan>>an,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2PlPoss,NONE,NONE,NONE,NONE,ObvSg,ginaaniwaan,g<<naan>>iwaan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgProxPoss,NONE,NONE,NONE,NONE,ObvSg,onaanan,w<<naan>>an,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlProxPoss,NONE,NONE,NONE,NONE,ObvSg,onaaniwaan,w<<naan>>iwaan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgObvPoss,NONE,NONE,NONE,NONE,ObvSg,onaanini,w<<naan>>iniw1,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlObvPoss,NONE,NONE,NONE,NONE,ObvSg,onaanini,w<<naan>>iniw1,GUESS,,,
NAD,NAD_C,naan,naan,1SgPoss,Dim,NONE,NONE,NONE,ObvSg,ninaanensan,n<<naan>>ensan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,ExclPoss,Dim,NONE,NONE,NONE,ObvSg,ninaanensinaanin,n<<naan>>ensinaanin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,InclPoss,Dim,NONE,NONE,NONE,ObvSg,ginaanensinaanin,g<<naan>>ensinaanin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2SgPoss,Dim,NONE,NONE,NONE,ObvSg,ginaanensan,g<<naan>>ensan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2PlPoss,Dim,NONE,NONE,NONE,ObvSg,ginaanensiwaan,g<<naan>>ensiwaan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgProxPoss,Dim,NONE,NONE,NONE,ObvSg,onaanensan,w<<naan>>ensan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlProxPoss,Dim,NONE,NONE,NONE,ObvSg,onaanensiwaan,w<<naan>>ensiwaan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgObvPoss,Dim,NONE,NONE,NONE,ObvSg,onaanensini,w<<naan>>ensiniw1,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlObvPoss,Dim,NONE,NONE,NONE,ObvSg,onaanensini,w<<naan>>ensiniw1,GUESS,,,
NAD,NAD_C,naan,naan,1SgPoss,NONE,NONE,Pej,NONE,ObvSg,ninaanishan,n<<naan>>ishan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,ExclPoss,NONE,NONE,Pej,NONE,ObvSg,ninaanishinaanin,n<<naan>>ishinaanin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,InclPoss,NONE,NONE,Pej,NONE,ObvSg,ginaanishinaanin,g<<naan>>ishinaanin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2SgPoss,NONE,NONE,Pej,NONE,ObvSg,ginaanishan,g<<naan>>ishan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2PlPoss,NONE,NONE,Pej,NONE,ObvSg,ginaanishiwaan,g<<naan>>ishiwaan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgProxPoss,NONE,NONE,Pej,NONE,ObvSg,onaanishan,w<<naan>>ishan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlProxPoss,NONE,NONE,Pej,NONE,ObvSg,onaanishiwaan,w<<naan>>ishiwaan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgObvPoss,NONE,NONE,Pej,NONE,ObvSg,onaanishini,w<<naan>>ishiniw1,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlObvPoss,NONE,NONE,Pej,NONE,ObvSg,onaanishini,w<<naan>>ishiniw1,GUESS,,,
NAD,NAD_C,naan,naan,1SgPoss,NONE,NONE,NONE,Pret,ObvSg,ninaanibaniin,n<<naan>>ibaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,ExclPoss,NONE,NONE,NONE,Pret,ObvSg,ninaaninaabaniin,n<<naan>>inaabaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,InclPoss,NONE,NONE,NONE,Pret,ObvSg,ginaaninaabaniin,g<<naan>>inaabaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2SgPoss,NONE,NONE,NONE,Pret,ObvSg,ginaanibaniin,g<<naan>>ibaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2PlPoss,NONE,NONE,NONE,Pret,ObvSg,ginaaniwaabaniin,g<<naan>>iwaabaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgProxPoss,NONE,NONE,NONE,Pret,ObvSg,onaanibaniin,w<<naan>>ibaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlProxPoss,NONE,NONE,NONE,Pret,ObvSg,onaaniwaabaniin,w<<naan>>iwaabaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgObvPoss,NONE,NONE,NONE,Pret,ObvSg,onaaniniban,w<<naan>>iniban,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlObvPoss,NONE,NONE,NONE,Pret,ObvSg,onaaniniban,w<<naan>>iniban,GUESS,,,
NAD,NAD_C,naan,naan,1SgPoss,Dim,NONE,NONE,Pret,ObvSg,ninaanensibaniin,n<<naan>>ensibaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,ExclPoss,Dim,NONE,NONE,Pret,ObvSg,ninaanensinaabaniin,n<<naan>>ensinaabaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,InclPoss,Dim,NONE,NONE,Pret,ObvSg,ginaanensinaabaniin,g<<naan>>ensinaabaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2SgPoss,Dim,NONE,NONE,Pret,ObvSg,ginaanensibaniin,g<<naan>>ensibaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2PlPoss,Dim,NONE,NONE,Pret,ObvSg,ginaanensiwaabaniin,g<<naan>>ensiwaabaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgProxPoss,Dim,NONE,NONE,Pret,ObvSg,onaanensibaniin,w<<naan>>ensibaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlProxPoss,Dim,NONE,NONE,Pret,ObvSg,onaanensiwaabaniin,w<<naan>>ensiwaabaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgObvPoss,Dim,NONE,NONE,Pret,ObvSg,onaanensiniban,w<<naan>>ensiniban,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlObvPoss,Dim,NONE,NONE,Pret,ObvSg,onaanensiniban,w<<naan>>ensiniban,GUESS,,,
NAD,NAD_C,naan,naan,1SgPoss,Dim,NONE,Pej,NONE,ObvSg,ninaanenzhishan,n<<naan>>enzhishan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,ExclPoss,Dim,NONE,Pej,NONE,ObvSg,ninaanenzhishinaanin,n<<naan>>enzhishinaanin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,InclPoss,Dim,NONE,Pej,NONE,ObvSg,ginaanenzhishinaanin,g<<naan>>enzhishinaanin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2SgPoss,Dim,NONE,Pej,NONE,ObvSg,ginaanenzhishan,g<<naan>>enzhishan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2PlPoss,Dim,NONE,Pej,NONE,ObvSg,ginaanenzhishiwaan,g<<naan>>enzhishiwaan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgProxPoss,Dim,NONE,Pej,NONE,ObvSg,onaanenzhishan,w<<naan>>enzhishan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlProxPoss,Dim,NONE,Pej,NONE,ObvSg,onaanenzhishiwaan,w<<naan>>enzhishiwaan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgObvPoss,Dim,NONE,Pej,NONE,ObvSg,onaanenzhishini,w<<naan>>enzhishiniw1,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlObvPoss,Dim,NONE,Pej,NONE,ObvSg,onaanenzhishini,w<<naan>>enzhishiniw1,GUESS,,,
NAD,NAD_C,naan,naan,1SgPoss,NONE,Poss,NONE,NONE,ObvSg,ninaaniman,n<<naan>>iman,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,ExclPoss,NONE,Poss,NONE,NONE,ObvSg,ninaaniminaanin,n<<naan>>iminaanin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,InclPoss,NONE,Poss,NONE,NONE,ObvSg,ginaaniminaanin,g<<naan>>iminaanin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2SgPoss,NONE,Poss,NONE,NONE,ObvSg,ginaaniman,g<<naan>>iman,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2PlPoss,NONE,Poss,NONE,NONE,ObvSg,ginaanimiwaan,g<<naan>>imiwaan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgProxPoss,NONE,Poss,NONE,NONE,ObvSg,onaaniman,w<<naan>>iman,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlProxPoss,NONE,Poss,NONE,NONE,ObvSg,onaanimiwaan,w<<naan>>imiwaan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgObvPoss,NONE,Poss,NONE,NONE,ObvSg,onaanimini,w<<naan>>iminiw1,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlObvPoss,NONE,Poss,NONE,NONE,ObvSg,onaanimini,w<<naan>>iminiw1,GUESS,,,
NAD,NAD_C,naan,naan,1SgPoss,Dim,Poss,NONE,NONE,ObvSg,ninaanensiman,n<<naan>>ensiman,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,ExclPoss,Dim,Poss,NONE,NONE,ObvSg,ninaanensiminaanin,n<<naan>>ensiminaanin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,InclPoss,Dim,Poss,NONE,NONE,ObvSg,ginaanensiminaanin,g<<naan>>ensiminaanin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2SgPoss,Dim,Poss,NONE,NONE,ObvSg,ginaanensiman,g<<naan>>ensiman,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2PlPoss,Dim,Poss,NONE,NONE,ObvSg,ginaanensimiwaan,g<<naan>>ensimiwaan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgProxPoss,Dim,Poss,NONE,NONE,ObvSg,onaanensiman,w<<naan>>ensiman,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlProxPoss,Dim,Poss,NONE,NONE,ObvSg,onaanensimiwaan,w<<naan>>ensimiwaan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgObvPoss,Dim,Poss,NONE,NONE,ObvSg,onaanensimini,w<<naan>>ensiminiw1,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlObvPoss,Dim,Poss,NONE,NONE,ObvSg,onaanensimini,w<<naan>>ensiminiw1,GUESS,,,
NAD,NAD_C,naan,naan,1SgPoss,NONE,Poss,Pej,NONE,ObvSg,ninaanimishan,n<<naan>>imishan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,ExclPoss,NONE,Poss,Pej,NONE,ObvSg,ninaanimishinaanin,n<<naan>>imishinaanin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,InclPoss,NONE,Poss,Pej,NONE,ObvSg,ginaanimishinaanin,g<<naan>>imishinaanin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2SgPoss,NONE,Poss,Pej,NONE,ObvSg,ginaanimishan,g<<naan>>imishan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2PlPoss,NONE,Poss,Pej,NONE,ObvSg,ginaanimishiwaan,g<<naan>>imishiwaan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgProxPoss,NONE,Poss,Pej,NONE,ObvSg,onaanimishan,w<<naan>>imishan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlProxPoss,NONE,Poss,Pej,NONE,ObvSg,onaanimishiwaan,w<<naan>>imishiwaan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgObvPoss,NONE,Poss,Pej,NONE,ObvSg,onaanimishini,w<<naan>>imishiniw1,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlObvPoss,NONE,Poss,Pej,NONE,ObvSg,onaanimishini,w<<naan>>imishiniw1,GUESS,,,
NAD,NAD_C,naan,naan,1SgPoss,NONE,Poss,NONE,Pret,ObvSg,ninaanimibaniin,n<<naan>>imibaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,ExclPoss,NONE,Poss,NONE,Pret,ObvSg,ninaaniminaabaniin,n<<naan>>iminaabaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,InclPoss,NONE,Poss,NONE,Pret,ObvSg,ginaaniminaabaniin,g<<naan>>iminaabaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2SgPoss,NONE,Poss,NONE,Pret,ObvSg,ginaanimibaniin,g<<naan>>imibaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2PlPoss,NONE,Poss,NONE,Pret,ObvSg,ginaanimiwaabaniin,g<<naan>>imiwaabaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgProxPoss,NONE,Poss,NONE,Pret,ObvSg,onaanimibaniin,w<<naan>>imibaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlProxPoss,NONE,Poss,NONE,Pret,ObvSg,onaanimiwaabaniin,w<<naan>>imiwaabaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgObvPoss,NONE,Poss,NONE,Pret,ObvSg,onaaniminiban,w<<naan>>iminiban,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlObvPoss,NONE,Poss,NONE,Pret,ObvSg,onaaniminiban,w<<naan>>iminiban,GUESS,,,
NAD,NAD_C,naan,naan,1SgPoss,Dim,Poss,NONE,Pret,ObvSg,ninaanensimibaniin,n<<naan>>ensimibaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,ExclPoss,Dim,Poss,NONE,Pret,ObvSg,ninaanensiminaabaniin,n<<naan>>ensiminaabaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,InclPoss,Dim,Poss,NONE,Pret,ObvSg,ginaanensiminaabaniin,g<<naan>>ensiminaabaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2SgPoss,Dim,Poss,NONE,Pret,ObvSg,ginaanensimibaniin,g<<naan>>ensimibaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2PlPoss,Dim,Poss,NONE,Pret,ObvSg,ginaanensimiwaabaniin,g<<naan>>ensimiwaabaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgProxPoss,Dim,Poss,NONE,Pret,ObvSg,onaanensimibaniin,w<<naan>>ensimibaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlProxPoss,Dim,Poss,NONE,Pret,ObvSg,onaanensimiwaabaniin,w<<naan>>ensimiwaabaniin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgObvPoss,Dim,Poss,NONE,Pret,ObvSg,onaanensiminiban,w<<naan>>ensiminiban,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlObvPoss,Dim,Poss,NONE,Pret,ObvSg,onaanensiminiban,w<<naan>>ensiminiban,GUESS,,,
NAD,NAD_C,naan,naan,1SgPoss,Dim,Poss,Pej,NONE,ObvSg,ninaanensimishan,n<<naan>>ensimishan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,ExclPoss,Dim,Poss,Pej,NONE,ObvSg,ninaanensimishinaanin,n<<naan>>ensimishinaanin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,InclPoss,Dim,Poss,Pej,NONE,ObvSg,ginaanensimishinaanin,g<<naan>>ensimishinaanin,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2SgPoss,Dim,Poss,Pej,NONE,ObvSg,ginaanensimishan,g<<naan>>ensimishan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2PlPoss,Dim,Poss,Pej,NONE,ObvSg,ginaanensimishiwaan,g<<naan>>ensimishiwaan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgProxPoss,Dim,Poss,Pej,NONE,ObvSg,onaanensimishan,w<<naan>>ensimishan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlProxPoss,Dim,Poss,Pej,NONE,ObvSg,onaanensimishiwaan,w<<naan>>ensimishiwaan,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3SgObvPoss,Dim,Poss,Pej,NONE,ObvSg,onaanensimishini,w<<naan>>ensimishiniw1,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,3PlObvPoss,Dim,Poss,Pej,NONE,ObvSg,onaanensimishini,w<<naan>>ensimishiniw1,GUESS,,,
NAD,NAD_C,naan,naan,1SgPoss,NONE,NONE,NONE,NONE,ProxPl,ninaanag,n<<naan>>ag,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,ExclPoss,NONE,NONE,NONE,NONE,ProxPl,ninaaninaanig,n<<naan>>inaanig,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,InclPoss,NONE,NONE,NONE,NONE,ProxPl,ginaaninaanig,g<<naan>>inaanig,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2SgPoss,NONE,NONE,NONE,NONE,ProxPl,ginaanag,g<<naan>>ag,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2PlPoss,NONE,NONE,NONE,NONE,ProxPl,ginaaniwaag,g<<naan>>iwaag,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,1SgPoss,Dim,NONE,NONE,NONE,ProxPl,ninaanensag,n<<naan>>ensag,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,ExclPoss,Dim,NONE,NONE,NONE,ProxPl,ninaanensinaanig,n<<naan>>ensinaanig,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,InclPoss,Dim,NONE,NONE,NONE,ProxPl,ginaanensinaanig,g<<naan>>ensinaanig,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2SgPoss,Dim,NONE,NONE,NONE,ProxPl,ginaanensag,g<<naan>>ensag,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,2PlPoss,Dim,NONE,NONE,NONE,ProxPl,ginaanensiwaag,g<<naan>>ensiwaag,JDN-2010-Nouns,,,
NAD,NAD_C,naan,naan,1SgPoss,NONE,NONE,Pej,NONE,ProxPl,ninaanishag,n<<naan>>ishag,JDN-2010-Nouns,,,
